"","seqnames","start","end","width","strand","mcols.peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","entrez_id"
"1102","chr14",62480730,62481130,401,"*","chr14_62480730_62481130","X22433","ENSMUSG00000100486",62463414,62480891,17478,"-",0,"overlapStart",0,"Gm4131","100042960"
"1103","chr14",63049576,63049976,401,"*","chr14_63049576_63049976","X22462","ENSMUSG00000075571",63034087,63049960,15874,"-",0,"overlapStart",0,"Defb30","73670"
"1104","chr14",64753467,64753867,401,"*","chr14_64753467_64753867","X22536","ENSMUSG00000064442",64753918,64754052,135,"+",50,"upstream",50,"Gm26225","115488410"
"1105","chr14",64949176,64949576,401,"*","chr14_64949176_64949576","X22539","ENSMUSG00000021975",64950045,65039835,89791,"+",468,"upstream",468,"Ints9","210925"
"1106","chr14",65425926,65426326,401,"*","chr14_65425926_65426326","X22557","ENSMUSG00000045731",65400673,65425472,24800,"-",453,"upstream",453,"Pnoc","18155"
"1107","chr14",66043914,66044314,401,"*","chr14_66043914_66044314","X22598","ENSMUSG00000068165",66044988,66045877,890,"+",673,"upstream",673,"Gm10233",NA
"1108","chr14",66077429,66077829,401,"*","chr14_66077429_66077829","X22599","ENSMUSG00000022039",66027329,66077733,50405,"-",0,"overlapStart",0,"Adam2","11495"
"1109","chr14",67397870,67398270,401,"*","chr14_67397870_67398270","X22653","ENSMUSG00000093472",67332042,67397742,65701,"-",127,"upstream",127,"4930438E09Rik","73977"
"1110","chr14",67676752,67677152,401,"*","chr14_67676752_67677152","X22678","ENSMUSG00000093726",67673177,67675106,1930,"-",1645,"upstream",1645,"Gm20667",NA
"1111","chr14",69690777,69691177,401,"*","chr14_69690777_69691177","X22733","ENSMUSG00000098666",69692248,69692320,73,"+",1070,"upstream",1070,"Mir6950","102465573"
"1112","chr14",70428790,70429190,401,"*","chr14_70428790_70429190","X22760","ENSMUSG00000077577",70428496,70428597,102,"-",192,"upstream",192,"Gm24890",NA
"1113","chr14",70428790,70429190,401,"*","chr14_70428790_70429190","X22760","ENSMUSG00000033644",70372480,70429094,56615,"-",0,"overlapStart",0,"Piwil2","57746"
"1114","chr14",73049581,73049981,401,"*","chr14_73049581_73049981","X22840","ENSMUSG00000033470",73029128,73049114,19987,"-",466,"upstream",466,"Cysltr2","70086"
"1115","chr14",73797088,73797488,401,"*","chr14_73797088_73797488","X22861","ENSMUSG00000075581",73796541,73797290,750,"-",0,"overlapStart",0,"Gm16409","100043734"
"1116","chr14",74639519,74639919,401,"*","chr14_74639519_74639919","X22870","ENSMUSG00000034997",74640840,74706859,66020,"+",920,"upstream",920,"Htr2a","15558"
"1117","chr14",74640571,74640971,401,"*","chr14_74640571_74640971","X22871","ENSMUSG00000034997",74640840,74706859,66020,"+",0,"overlapStart",0,"Htr2a","15558"
"1118","chr14",75786861,75787261,401,"*","chr14_75786861_75787261","X22933","ENSMUSG00000022003",75761999,75787037,25039,"-",0,"overlapStart",0,"Slc25a30","67554"
"1119","chr14",76558153,76558553,401,"*","chr14_76558153_76558553","X22966","ENSMUSG00000052584",76532814,76556687,23874,"-",1465,"upstream",1465,"Serp2","72661"
"1120","chr14",77800490,77800890,401,"*","chr14_77800490_77800890","X23004","ENSMUSG00000075512",77794823,77798864,4042,"-",1625,"upstream",1625,"Gm1587","380920"
"1121","chr14",77902731,77903131,401,"*","chr14_77902731_77903131","X23009","ENSMUSG00000022014",77904239,78002656,98418,"+",1107,"upstream",1107,"Epsti1","108670"
"1122","chr14",78725431,78725831,401,"*","chr14_78725431_78725831","X23039","ENSMUSG00000034731",78569609,78725089,155481,"-",341,"upstream",341,"Dgkh","380921"
"1123","chr14",79303371,79303771,401,"*","chr14_79303371_79303771","X23065","ENSMUSG00000022018",79288756,79301645,12890,"-",1725,"upstream",1725,"Rgcc","66214"
"1124","chr14",79663328,79663728,401,"*","chr14_79663328_79663728","X23080","ENSMUSG00000022025",79637690,79662170,24481,"-",1157,"upstream",1157,"Lect1","16840"
"1125","chr14",80000147,80000547,401,"*","chr14_80000147_80000547","X23099","ENSMUSG00000022026",80000302,80021930,21629,"+",0,"overlapStart",0,"Olfm4","380924"
"1126","chr14",89898128,89898528,401,"*","chr14_89898128_89898528","X23282","ENSMUSG00000062093",89896223,89898466,2244,"-",0,"overlapStart",0,"Gm10110",NA
"1127","chr14",97337919,97338319,401,"*","chr14_97337919_97338319","X23378","ENSMUSG00000088538",97336495,97336632,138,"-",1286,"upstream",1286,"Gm23276","115485955"
"1128","chr14",98713541,98713941,401,"*","chr14_98713541_98713941","X23402","ENSMUSG00000098059",98714813,98715752,940,"+",871,"upstream",871,"Gm27034",NA
"1129","chr14",100761156,100761556,401,"*","chr14_100761156_100761556","X23465","ENSMUSG00000088160",100760168,100760268,101,"-",887,"upstream",887,"Gm23538","115488388"
"1130","chr14",101200128,101200528,401,"*","chr14_101200128_101200528","X23475","ENSMUSG00000042888",101197690,101200330,2641,"-",0,"overlapStart",0,"Prr30","76627"
"1131","chr14",101729673,101730073,401,"*","chr14_101729673_101730073","X23496","ENSMUSG00000033060",101729957,101934710,204754,"+",0,"overlapStart",0,"Lmo7","380928"
"1132","chr14",101729673,101730073,401,"*","chr14_101729673_101730073","X23496","ENSMUSG00000053821",101729380,101729814,435,"-",0,"overlapStart",0,"Gm9922",NA
"1133","chr14",103511211,103511611,401,"*","chr14_103511211_103511611","X23536","ENSMUSG00000022123",103513341,103613346,100006,"+",1729,"upstream",1729,"Scel","64929"
"1134","chr14",104590460,104590860,401,"*","chr14_104590460_104590860","X23572","ENSMUSG00000077541",104591094,104591200,107,"+",233,"upstream",233,"Gm22021","115488465"
"1135","chr14",106698046,106698446,401,"*","chr14_106698046_106698446","X23633","ENSMUSG00000091723",106698109,106698298,190,"-",0,"includeFeature",0,"Gm17366","102631641"
"1136","chr14",110598382,110598782,401,"*","chr14_110598382_110598782","X23678","ENSMUSG00000095059",110597616,110597722,107,"-",659,"upstream",659,"Gm25670","115488447"
"1137","chr14",113314262,113314662,401,"*","chr14_113314262_113314662","X23709","ENSMUSG00000058126",113314608,113316713,2106,"+",0,"overlapStart",0,"Tpm3-rs7","621054"
"1138","chr14",115043629,115044029,401,"*","chr14_115043629_115044029","X23742","ENSMUSG00000065508",115043671,115043754,84,"+",0,"includeFeature",0,"Mir17","723905"
"1139","chr14",115043629,115044029,401,"*","chr14_115043629_115044029","X23742","ENSMUSG00000065403",115043851,115043946,96,"+",0,"includeFeature",0,"Mir18","387135"
"1140","chr14",115043629,115044029,401,"*","chr14_115043629_115044029","X23742","ENSMUSG00000065416",115044000,115044081,82,"+",0,"overlapStart",0,"Mir19a","723891"
"1141","chr14",115043629,115044029,401,"*","chr14_115043629_115044029","X23742","ENSMUSG00000065442",115044157,115044263,107,"+",127,"upstream",127,"Mir20a","387139"
"1142","chr14",118236012,118236412,401,"*","chr14_118236012_118236412","X23806","ENSMUSG00000090534",118236232,118261199,24968,"+",0,"overlapStart",0,"Gm4675","105245869"
"1143","chr14",118584196,118584596,401,"*","chr14_118584196_118584596","X23829","ENSMUSG00000064644",118585039,118585138,100,"+",442,"upstream",442,"Gm23302","115488461"
"1144","chr14",118593267,118593667,401,"*","chr14_118593267_118593667","X23830","ENSMUSG00000098433",118592369,118592472,104,"-",794,"upstream",794,"Mir6391","102465208"
"1145","chr14",121506716,121507116,401,"*","chr14_121506716_121507116","X23942","ENSMUSG00000025557",121459621,121505254,45634,"-",1461,"upstream",1461,"Slc15a1","56643"
"1146","chr14",122389947,122390347,401,"*","chr14_122389947_122390347","X23996","ENSMUSG00000095311",122388054,122388160,107,"-",1786,"upstream",1786,"Gm25464","115488389"
"1147","chr14",122474280,122474680,401,"*","chr14_122474280_122474680","X24004","ENSMUSG00000061524",122475435,122479852,4418,"+",754,"upstream",754,"Zic2","22772"
"1148","chr15",3303136,3303536,401,"*","chr15_3303136_3303536","X24052","ENSMUSG00000091119",3280627,3303526,22900,"-",0,"overlapStart",0,"Ccdc152","100039139"
"1149","chr15",5091588,5091988,401,"*","chr15_5091588_5091988","X24075","ENSMUSG00000080720",5092497,5093246,750,"+",508,"upstream",508,"Gm16077","100417977"
"1150","chr15",6654172,6654572,401,"*","chr15_6654172_6654572","X24119","ENSMUSG00000089647",6604341,6654303,49963,"-",0,"overlapStart",0,"Gm2245","102632231"
"1151","chr15",7398889,7399289,401,"*","chr15_7398889_7399289","X24149","ENSMUSG00000042961",7206120,7398395,192276,"-",493,"upstream",493,"Egflam","268780"
"1152","chr15",7975252,7975652,401,"*","chr15_7975252_7975652","X24178","ENSMUSG00000098281",7975328,7975407,80,"+",0,"includeFeature",0,"Gm27529",NA
"1153","chr15",8529529,8529929,401,"*","chr15_8529529_8529929","X24196","ENSMUSG00000078850",8529135,8529434,300,"-",94,"upstream",94,"Gm2348",NA
"1154","chr15",9748526,9748926,401,"*","chr15_9748526_9748926","X24240","ENSMUSG00000072663",9578193,9748868,170676,"-",0,"overlapStart",0,"Spef2","320277"
"1155","chr15",10558378,10558778,401,"*","chr15_10558378_10558778","X24267","ENSMUSG00000022249",10500102,10558668,58567,"-",0,"overlapStart",0,"Ttc23l","75777"
"1156","chr15",10714019,10714419,401,"*","chr15_10714019_10714419","X24280","ENSMUSG00000097058",10714836,10790123,75288,"+",416,"upstream",416,"4930556M19Rik",NA
"1157","chr15",10952271,10952671,401,"*","chr15_10952271_10952671","X24289","ENSMUSG00000058914",10952332,10980150,27819,"+",0,"overlapStart",0,"C1qtnf3","81799"
"1158","chr15",11000776,11001176,401,"*","chr15_11000776_11001176","X24292","ENSMUSG00000102823",11000817,11027939,27123,"+",0,"overlapStart",0,"Slc45a2",NA
"1159","chr15",11964290,11964690,401,"*","chr15_11964290_11964690","X24321","ENSMUSG00000088803",11965330,11965589,260,"+",639,"upstream",639,"Gm24074",NA
"1160","chr15",12635168,12635568,401,"*","chr15_12635168_12635568","X24342","ENSMUSG00000103130",12633062,12635346,2285,"-",0,"overlapStart",0,"RP23-41F9.2",NA
"1161","chr15",12825122,12825522,401,"*","chr15_12825122_12825522","X24354","ENSMUSG00000022195",12808177,12824657,16481,"-",464,"upstream",464,"6030458C11Rik","77877"
"1162","chr15",17933876,17934276,401,"*","chr15_17933876_17934276","X24437","ENSMUSG00000088133",17935578,17935885,308,"+",1301,"upstream",1301,"Gm22895",NA
"1163","chr15",20666557,20666957,401,"*","chr15_20666557_20666957","X24478","ENSMUSG00000047565",20665219,20666750,1532,"-",0,"overlapStart",0,"Acot10","64833"
"1164","chr15",22715612,22716012,401,"*","chr15_22715612_22716012","X24510","ENSMUSG00000021927",22713868,22714830,963,"-",781,"upstream",781,"Gm5803","545091"
"1165","chr15",25680327,25680727,401,"*","chr15_25680327_25680727","X24568","ENSMUSG00000089639",25681798,25682125,328,"+",1070,"upstream",1070,"Gm2862",NA
"1166","chr15",32245455,32245855,401,"*","chr15_32245455_32245855","X24727","ENSMUSG00000096956",32240569,32244662,4094,"-",792,"upstream",792,"Snhg18","100616095"
"1167","chr15",33083003,33083403,401,"*","chr15_33083003_33083403","X24748","ENSMUSG00000039007",33083129,33594552,511424,"+",0,"overlapStart",0,"Cpq","54381"
"1168","chr15",34529997,34530397,401,"*","chr15_34529997_34530397","X24796","ENSMUSG00000084607",34531714,34531823,110,"+",1316,"upstream",1316,"Gm22208","115488601"
"1169","chr15",36555436,36555836,401,"*","chr15_36555436_36555836","X24874","ENSMUSG00000013611",36504062,36555573,51512,"-",0,"overlapStart",0,"Snx31","66696"
"1170","chr15",37867838,37868238,401,"*","chr15_37867838_37868238","X24934","ENSMUSG00000097679",37868086,37868488,403,"+",0,"overlapStart",0,"Rps19-ps5",NA
"1171","chr15",38238223,38238623,401,"*","chr15_38238223_38238623","X24953","ENSMUSG00000096567",38238572,38238680,109,"+",0,"overlapStart",0,"Gm24098",NA
"1172","chr15",39075823,39076223,401,"*","chr15_39075823_39076223","X24986","ENSMUSG00000054196",39076932,39087121,10190,"+",708,"upstream",708,"Cthrc1","68588"
"1173","chr15",39858540,39858940,401,"*","chr15_39858540_39858940","X25001","ENSMUSG00000022304",39768485,39857470,88986,"-",1069,"upstream",1069,"Dpys","64705"
"1174","chr15",40140324,40140724,401,"*","chr15_40140324_40140724","X25011","ENSMUSG00000094112",40142188,40148689,6502,"+",1463,"upstream",1463,"9330182O14Rik","328531"
"1175","chr15",40185828,40186228,401,"*","chr15_40185828_40186228","X25013","ENSMUSG00000092855",40186029,40186099,71,"-",0,"includeFeature",0,"Gm25958",NA
"1176","chr15",40654279,40654679,401,"*","chr15_40654279_40654679","X25023","ENSMUSG00000022306",40655042,41104592,449551,"+",362,"upstream",362,"Zfpm2","22762"
"1177","chr15",46945070,46945470,401,"*","chr15_46945070_46945470","X25127","ENSMUSG00000088679",46944387,46944448,62,"-",621,"upstream",621,"Gm23665","115488544"
"1178","chr15",52477967,52478367,401,"*","chr15_52477967_52478367","X25212","ENSMUSG00000057262",52477614,52478228,615,"-",0,"overlapStart",0,"Gm10020","100039748"
"1179","chr15",54278205,54278605,401,"*","chr15_54278205_54278605","X25231","ENSMUSG00000063727",54250619,54278484,27866,"-",0,"overlapStart",0,"Tnfrsf11b","18383"
"1180","chr15",57240325,57240725,401,"*","chr15_57240325_57240725","X25298","ENSMUSG00000094730",57239007,57239113,107,"-",1211,"upstream",1211,"Gm26178","115488582"
"1181","chr15",58076850,58077250,401,"*","chr15_58076850_58077250","X25329","ENSMUSG00000022361",58047003,58076541,29539,"-",308,"upstream",308,"Zhx1","22770"
"1182","chr15",58213509,58213909,401,"*","chr15_58213509_58213909","X25331","ENSMUSG00000086801",58214475,58324053,109579,"+",565,"upstream",565,"Gm15943",NA
"1183","chr15",58781900,58782300,401,"*","chr15_58781900_58782300","X25361","ENSMUSG00000093677",58780461,58781951,1491,"-",0,"overlapStart",0,"Gm20712",NA
"1184","chr15",63631419,63631819,401,"*","chr15_63631419_63631819","X25477","ENSMUSG00000095812",63631697,63632338,642,"+",0,"overlapStart",0,"Gm5473",NA
"1185","chr15",64922046,64922446,401,"*","chr15_64922046_64922446","X25518","ENSMUSG00000022376",64699042,64922296,223255,"-",0,"overlapStart",0,"Adcy8","11514"
"1186","chr15",72033858,72034258,401,"*","chr15_72033858_72034258","X25633","ENSMUSG00000079022",71795795,72034227,238433,"-",0,"overlapStart",0,"Col22a1","69700"
"1187","chr15",73728094,73728494,401,"*","chr15_73728094_73728494","X25677","ENSMUSG00000084493",73729164,73729290,127,"+",669,"upstream",669,"Gm22106","115488577"
"1188","chr15",74897105,74897505,401,"*","chr15_74897105_74897505","X25715","ENSMUSG00000063522",74876987,74897021,20035,"-",83,"upstream",83,"2010109I03Rik","67038"
"1189","chr15",74988910,74989310,401,"*","chr15_74988910_74989310","X25717","ENSMUSG00000101132",74986591,74988460,1870,"-",449,"upstream",449,"Gm8000",NA
"1190","chr15",75314970,75315370,401,"*","chr15_75314970_75315370","X25728","ENSMUSG00000101289",75311377,75314964,3588,"-",5,"upstream",5,"Gm3454","100041652"
"1191","chr15",75449431,75449831,401,"*","chr15_75449431_75449831","X25739","ENSMUSG00000093626",75449457,75451406,1950,"+",0,"overlapStart",0,"Gm20654","102637705"
"1192","chr15",75857947,75858347,401,"*","chr15_75857947_75858347","X25760","ENSMUSG00000098203",75854819,75856228,1410,"-",1718,"upstream",1718,"Gm9568",NA
"1193","chr15",77051054,77051454,401,"*","chr15_77051054_77051454","X25788","ENSMUSG00000018893",77015489,77050670,35182,"-",383,"upstream",383,"Mb","17189"
"1194","chr15",78285751,78286151,401,"*","chr15_78285751_78286151","X25823","ENSMUSG00000098996",78284788,78284849,62,"-",901,"upstream",901,"Mir7676-1","102465776"
"1195","chr15",78305526,78305926,401,"*","chr15_78305526_78305926","X25824","ENSMUSG00000071714",78282517,78305603,23087,"-",0,"overlapStart",0,"Csf2rb2","12984"
"1196","chr15",78325757,78326157,401,"*","chr15_78325757_78326157","X25826","ENSMUSG00000071713",78325990,78351000,25011,"+",0,"overlapStart",0,"Csf2rb","12983"
"1197","chr15",79604749,79605149,401,"*","chr15_79604749_79605149","X25843","ENSMUSG00000022429",79561500,79605084,43585,"-",0,"overlapStart",0,"Dmc1","13404"
"1198","chr15",79970775,79971175,401,"*","chr15_79970775_79971175","X25850","ENSMUSG00000053411",79915807,79971119,55313,"-",0,"overlapStart",0,"Cbx7","52609"
"1199","chr15",81674699,81675099,401,"*","chr15_81674699_81675099","X25890","ENSMUSG00000092325",81674255,81674878,624,"-",0,"overlapStart",0,"Gm18284",NA
"1200","chr15",81978597,81978997,401,"*","chr15_81978597_81978997","X25898","ENSMUSG00000061633",81980540,81981563,1024,"+",1542,"upstream",1542,"1700029P11Rik","66346"
"1201","chr15",82316194,82316594,401,"*","chr15_82316194_82316594","X25913","ENSMUSG00000092778",82317222,82317303,82,"+",627,"upstream",627,"Gm26199",NA
"1202","chr15",82782981,82783381,401,"*","chr15_82782981_82783381","X25954","ENSMUSG00000098695",82782082,82782141,60,"-",839,"upstream",839,"Gm27618",NA
"1203","chr15",83089324,83089724,401,"*","chr15_83089324_83089724","X25958","ENSMUSG00000058586",83089506,83116674,27169,"+",0,"overlapStart",0,"Serhl","68607"
"1204","chr15",83512497,83512897,401,"*","chr15_83512497_83512897","X25972","ENSMUSG00000022442",83483772,83510893,27122,"-",1603,"upstream",1603,"Ttll1","319953"
"1205","chr15",85351960,85352360,401,"*","chr15_85351960_85352360","X26010","ENSMUSG00000064764",85351063,85351254,192,"-",705,"upstream",705,"Gm23517","115488566"
"1206","chr15",87796430,87796830,401,"*","chr15_87796430_87796830","X26101","ENSMUSG00000098938",87795850,87795943,94,"-",486,"upstream",486,"Mir6393","102465209"
"1207","chr15",88749759,88750159,401,"*","chr15_88749759_88750159","X26149","ENSMUSG00000034333",88751660,88784516,32857,"+",1500,"upstream",1500,"Zbed4","223773"
"1208","chr15",88982862,88983262,401,"*","chr15_88982862_88983262","X26157","ENSMUSG00000015365",88982909,89055152,72244,"+",0,"overlapStart",0,"Mov10l1","83456"
"1209","chr15",89322458,89322858,401,"*","chr15_89322458_89322858","X26169","ENSMUSG00000054136",89322972,89324728,1757,"+",113,"upstream",113,"Adm2","223780"
"1210","chr15",89385760,89386160,401,"*","chr15_89385760_89386160","X26172","ENSMUSG00000091680",89386827,89388867,2041,"+",666,"upstream",666,"Klhdc7b","546648"
"1211","chr15",89410196,89410596,401,"*","chr15_89410196_89410596","X26173","ENSMUSG00000078938",89390174,89410503,20330,"-",0,"overlapStart",0,"Syce3","75459"
"1212","chr15",89474407,89474807,401,"*","chr15_89474407_89474807","X26176","ENSMUSG00000084915",89476236,89484847,8612,"+",1428,"upstream",1428,"C230037L18Rik",NA
"1213","chr15",91199392,91199792,401,"*","chr15_91199392_91199792","X26202","ENSMUSG00000078932",91199494,91260894,61401,"+",0,"overlapStart",0,"CN725425","545126"
"1214","chr15",91559171,91559571,401,"*","chr15_91559171_91559571","X26209","ENSMUSG00000081771",91556762,91557917,1156,"-",1253,"upstream",1253,"Gm15381","100417384"
"1215","chr15",93399083,93399483,401,"*","chr15_93399083_93399483","X26259","ENSMUSG00000022635",93386097,93398334,12238,"-",748,"upstream",748,"Zcrb1","67197"
