JLDY037E	JLDY037F	JLDY037G	JLDY037I	JLDY037J	JLDY037K
chr14_50370731_50371131	12	22	16	26	14	17
chr14_50397801_50398201	8	14	9	22	13	18
chr14_50399378_50399778	16	21	18	24	9	14
chr14_50455396_50455796	17	16	8	22	6	9
chr14_50466091_50466491	18	34	10	23	22	14
chr14_50606391_50606791	20	26	10	29	17	10
chr14_50624798_50625198	20	39	19	21	37	23
chr14_50659783_50660183	18	29	16	20	7	13
chr14_50671332_50671732	16	20	18	28	21	18
chr14_50674355_50674755	12	17	19	13	9	13
chr14_50719719_50720119	25	30	14	43	29	27
chr14_50727315_50727715	10	10	8	16	1	14
chr14_50757335_50757735	18	18	19	24	14	12
chr14_50777249_50777649	7	24	18	25	11	12
chr14_50805069_50805469	11	21	16	16	10	8
chr14_50829769_50830169	15	27	15	23	16	24
chr14_50834025_50834425	16	23	11	23	17	24
chr14_50844289_50844689	19	34	15	19	10	19
chr14_50862716_50863116	13	9	17	18	8	10
chr14_50892598_50892998	14	34	18	34	16	23
chr14_50956250_50956650	9	21	12	21	11	14
chr14_50964673_50965073	11	12	8	15	11	16
chr14_50978477_50978877	17	26	10	24	25	29
chr14_51047405_51047805	11	14	14	22	17	9
chr14_51049070_51049470	15	14	9	24	19	22
chr14_51057332_51057732	18	22	12	14	9	17
chr14_51082968_51083368	13	16	17	21	12	5
chr14_51086251_51086651	7	24	11	24	8	9
chr14_51104893_51105293	21	27	8	35	13	12
chr14_51113794_51114194	8	17	8	25	16	20
chr14_51124249_51124649	16	25	13	34	17	20
chr14_51131542_51131942	12	17	14	19	11	15
chr14_51139816_51140216	18	10	9	17	9	5
chr14_51145570_51145970	14	22	25	21	17	16
chr14_51152658_51153058	15	17	16	27	11	6
chr14_51184619_51185019	25	32	13	36	17	17
chr14_51190400_51190800	21	24	19	20	20	20
chr14_51214134_51214534	11	19	17	21	11	6
chr14_51218203_51218603	8	17	9	20	12	18
chr14_51229539_51229939	12	28	7	17	5	8
chr14_51270969_51271369	10	19	12	25	12	10
chr14_51298525_51298925	21	21	9	29	10	10
chr14_51303780_51304180	12	31	5	27	13	16
chr14_51304923_51305323	25	23	16	27	18	24
chr14_51314453_51314853	20	29	21	38	21	17
chr14_51320120_51320520	14	27	16	16	22	25
chr14_51322235_51322635	17	22	10	20	9	7
chr14_51331315_51331715	8	12	17	20	9	7
chr14_51382958_51383358	17	40	18	27	18	20
chr14_51384280_51384680	16	14	12	24	13	21
chr14_51434824_51435224	14	25	24	29	14	9
chr14_51436292_51436692	11	22	9	20	17	14
chr14_51465510_51465910	15	12	8	20	16	10
chr14_51467384_51467784	21	32	15	22	12	12
chr14_51516296_51516696	14	25	11	25	16	14
chr14_51552859_51553259	15	20	15	25	15	18
chr14_51579280_51579680	8	20	7	22	13	10
chr14_51598618_51599018	26	22	14	24	16	17
chr14_51617635_51618035	14	14	13	21	12	8
chr14_51671868_51672268	15	26	9	22	16	18
chr14_51676772_51677172	8	24	9	19	12	15
chr14_51726659_51727059	16	22	8	28	10	16
chr14_51780220_51780620	22	22	11	20	10	13
chr14_51840064_51840464	9	26	10	27	16	7
chr14_51847025_51847425	18	20	9	19	12	20
chr14_51858620_51859020	20	30	6	21	22	13
chr14_51934142_51934542	8	12	14	19	9	11
chr14_51943265_51943665	11	22	7	23	16	16
chr14_51965781_51966181	18	22	19	27	14	19
chr14_52016877_52017277	16	22	14	18	14	17
chr14_52033243_52033643	7	20	10	20	5	9
chr14_52035539_52035939	10	19	13	25	13	8
chr14_52047141_52047541	11	17	11	26	9	16
chr14_52071590_52071990	15	25	11	23	18	7
chr14_52205033_52205433	13	24	14	23	16	20
chr14_52232382_52232782	10	23	14	19	8	15
chr14_52263484_52263884	12	13	9	19	8	16
chr14_52273522_52273922	7	22	11	22	9	12
chr14_52291709_52292109	19	17	13	24	9	8
chr14_52299665_52300065	11	18	2	14	7	6
chr14_52307459_52307859	14	16	6	18	10	16
chr14_52314446_52314846	13	31	18	17	16	17
chr14_52327784_52328184	10	20	9	23	11	4
chr14_52349345_52349745	19	28	17	30	14	12
chr14_52355925_52356325	11	17	13	26	13	17
chr14_52372615_52373015	13	12	7	27	12	17
chr14_52378701_52379101	12	20	9	20	5	10
chr14_52389960_52390360	12	35	13	21	10	15
chr14_52396329_52396729	13	25	15	23	8	12
chr14_52410276_52410676	14	26	20	20	8	16
chr14_52424321_52424721	24	51	23	28	20	23
chr14_52471796_52472196	13	21	8	20	15	17
chr14_52503603_52504003	14	27	10	20	10	16
chr14_52517269_52517669	30	26	16	26	18	14
chr14_52521409_52521809	18	28	19	25	14	20
chr14_52555112_52555512	18	19	10	26	14	13
chr14_52556592_52556992	23	31	9	32	27	15
chr14_52569068_52569468	11	22	15	23	16	19
chr14_52572470_52572870	17	26	11	11	12	7
chr14_52580666_52581066	18	42	20	25	17	13
chr14_52592634_52593034	18	11	7	22	11	9
chr14_52600597_52600997	13	28	12	18	9	8
chr14_52602468_52602868	14	21	8	30	11	14
chr14_52607274_52607674	15	19	9	19	9	12
chr14_52610426_52610826	4	11	14	19	6	13
chr14_52612842_52613242	15	29	12	16	15	19
chr14_52624340_52624740	7	24	12	22	4	10
chr14_52671282_52671682	21	24	18	18	16	16
chr14_52679159_52679559	15	26	22	33	14	14
chr14_52708810_52709210	9	22	15	28	11	17
chr14_52717642_52718042	10	18	10	21	8	4
chr14_52720348_52720748	22	33	25	40	20	22
chr14_52740233_52740633	23	26	22	22	15	17
chr14_52775016_52775416	17	25	15	36	18	23
chr14_52786925_52787325	17	23	13	24	9	14
chr14_52802868_52803268	19	26	7	31	15	19
chr14_53072655_53073055	27	25	19	19	28	20
chr14_53111561_53111961	26	37	14	27	20	22
chr14_53113811_53114211	16	29	12	22	14	18
chr14_53135568_53135968	11	29	16	28	10	11
chr14_53346239_53346639	18	19	19	30	20	10
chr14_53361141_53361541	9	31	10	38	26	17
chr14_53362150_53362550	18	21	10	55	22	18
chr14_53363807_53364207	10	19	19	23	17	12
chr14_53370423_53370823	14	21	14	28	26	16
chr14_53385884_53386284	15	35	10	43	25	17
chr14_53414802_53415202	11	15	9	31	14	14
chr14_53416012_53416412	10	18	13	38	18	13
chr14_53418770_53419170	15	24	11	26	10	9
chr14_53427766_53428166	26	34	14	48	33	23
chr14_53430945_53431345	9	15	10	24	17	5
chr14_53438735_53439135	15	12	10	31	12	11
chr14_53441274_53441674	12	21	11	29	21	10
chr14_53449896_53450296	14	18	5	25	17	4
chr14_53461542_53461942	9	18	9	20	12	6
chr14_53466370_53466770	22	28	13	46	28	28
chr14_53482674_53483074	22	19	12	38	16	16
chr14_53497164_53497564	7	22	12	28	21	19
chr14_53506467_53506867	7	19	17	18	14	10
chr14_53510750_53511150	5	15	10	27	15	11
chr14_53531002_53531402	14	19	5	34	17	10
chr14_53538492_53538892	6	27	8	37	13	8
chr14_53543307_53543707	16	27	21	45	20	19
chr14_53544878_53545278	16	33	13	35	22	19
chr14_53591177_53591577	25	22	15	49	27	17
chr14_53599251_53599651	14	31	18	21	20	7
chr14_53622474_53622874	11	14	8	25	11	9
chr14_53633000_53633400	12	27	14	35	23	18
chr14_53634958_53635358	18	25	10	56	21	19
chr14_53641077_53641477	13	20	6	35	24	6
chr14_53663494_53663894	9	19	16	30	14	8
chr14_53666088_53666488	20	22	14	50	24	17
chr14_53668967_53669367	7	17	8	35	20	18
chr14_53676311_53676711	16	19	10	31	19	20
chr14_53683981_53684381	6	22	12	33	14	14
chr14_53685962_53686362	20	23	8	31	14	19
chr14_53691448_53691848	9	25	9	40	13	13
chr14_53704638_53705038	13	16	22	39	15	20
chr14_53714689_53715089	13	22	17	23	12	8
chr14_53717083_53717483	10	19	12	17	10	18
chr14_53757217_53757617	21	18	17	41	18	13
chr14_53777134_53777534	17	31	13	29	16	18
chr14_53791844_53792244	17	17	10	24	15	16
chr14_53795265_53795665	25	27	8	27	12	18
chr14_53806896_53807296	14	23	15	22	16	16
chr14_53831532_53831932	13	21	14	21	13	10
chr14_53835336_53835736	7	16	9	22	4	17
chr14_53858211_53858611	10	18	7	20	6	18
chr14_53875883_53876283	7	11	6	20	17	18
chr14_53882062_53882462	10	21	3	22	9	12
chr14_53893492_53893892	9	30	2	22	8	13
chr14_53936798_53937198	17	25	9	22	17	22
chr14_53995308_53995708	10	26	12	21	13	7
chr14_54026571_54026971	11	20	7	14	8	18
chr14_54042365_54042765	7	11	8	16	5	15
chr14_54057187_54057587	13	29	11	19	11	12
chr14_54072288_54072688	16	12	9	20	15	12
chr14_54083903_54084303	10	22	14	19	9	21
chr14_54097659_54098059	22	20	16	27	13	20
chr14_54102945_54103345	18	9	9	20	11	10
chr14_54121795_54122195	11	30	21	15	14	16
chr14_54148724_54149124	16	34	12	23	12	16
chr14_54169298_54169698	20	30	11	27	11	17
chr14_54173372_54173772	17	20	9	22	8	14
chr14_54180085_54180485	12	19	19	22	13	15
chr14_54211082_54211482	18	14	20	29	15	18
chr14_54219349_54219749	17	21	12	30	19	13
chr14_54283932_54284332	10	26	8	18	8	8
chr14_54318306_54318706	20	23	14	26	18	12
chr14_54334575_54334975	11	24	14	17	15	13
chr14_54349522_54349922	14	26	10	21	9	20
chr14_54378066_54378466	19	31	21	21	21	14
chr14_54388019_54388419	10	18	22	35	17	20
chr14_54408557_54408957	32	26	17	37	19	19
chr14_54410175_54410575	16	37	16	35	19	19
chr14_54417538_54417938	13	25	18	30	16	6
chr14_54454704_54455104	11	25	12	25	12	14
chr14_54468923_54469323	28	36	17	42	28	24
chr14_54480718_54481118	22	17	13	34	9	16
chr14_54510844_54511244	15	35	10	30	8	17
chr14_54540806_54541206	17	26	11	20	19	28
chr14_54787784_54788184	16	18	14	28	10	5
chr14_54796812_54797212	10	15	16	26	22	13
chr14_54814047_54814447	29	28	11	30	11	19
chr14_54857752_54858152	23	26	10	25	17	18
chr14_54885906_54886306	12	23	10	27	23	14
chr14_54932922_54933322	16	25	16	33	17	30
chr14_55021890_55022290	19	35	12	27	15	13
chr14_55042196_55042596	13	18	14	14	10	10
chr14_55079713_55080113	19	22	7	15	14	17
chr14_55109346_55109746	17	19	13	17	22	22
chr14_55146645_55147045	13	28	18	26	13	12
chr14_55160312_55160712	18	24	11	14	17	16
chr14_55169711_55170111	18	19	17	23	21	14
chr14_55174385_55174785	14	19	13	27	9	24
chr14_55180695_55181095	20	22	19	23	19	10
chr14_55222005_55222405	8	27	17	25	17	19
chr14_55233534_55233934	21	27	13	32	14	13
chr14_55245512_55245912	13	23	6	21	12	14
chr14_55278256_55278656	23	13	8	25	14	11
chr14_55290129_55290529	19	34	18	28	10	15
chr14_55297364_55297764	15	35	13	28	13	23
chr14_55313221_55313621	10	17	10	20	13	17
chr14_55349487_55349887	16	18	14	21	12	11
chr14_55371178_55371578	11	18	7	23	11	10
chr14_55384278_55384678	7	22	4	20	8	6
chr14_55398461_55398861	16	15	18	17	8	17
chr14_55420451_55420851	17	29	12	20	12	17
chr14_55428693_55429093	20	28	21	30	11	12
chr14_55446892_55447292	17	16	15	28	7	13
chr14_55460212_55460612	7	21	8	17	9	11
chr14_55488321_55488721	15	32	12	29	10	19
chr14_55507528_55507928	35	28	15	29	20	22
chr14_55568999_55569399	20	30	22	23	12	14
chr14_55575395_55575795	26	24	19	25	19	17
chr14_55580524_55580924	19	25	15	31	18	29
chr14_55607721_55608121	20	22	8	28	16	12
chr14_55608539_55608939	29	26	14	20	21	22
chr14_55680009_55680409	17	20	14	28	9	18
chr14_55681170_55681570	22	26	9	21	13	23
chr14_55689266_55689666	9	24	17	26	10	9
chr14_55734179_55734579	9	21	12	20	15	20
chr14_55746168_55746568	17	19	8	15	17	6
chr14_55754659_55755059	18	37	18	24	18	27
chr14_55772135_55772535	13	23	15	31	15	26
chr14_55795690_55796090	17	13	9	21	14	6
chr14_55810447_55810847	19	23	8	19	10	9
chr14_55820463_55820863	27	17	20	28	8	14
chr14_55826779_55827179	28	22	11	35	13	14
chr14_55847200_55847600	15	28	19	36	14	22
chr14_55919746_55920146	5	20	11	14	16	22
chr14_55921090_55921490	29	22	15	24	15	25
chr14_55972252_55972652	12	13	10	25	12	17
chr14_55980189_55980589	16	18	22	27	16	13
chr14_56010353_56010753	21	29	18	20	17	24
chr14_56026651_56027051	11	20	3	25	14	21
chr14_56028191_56028591	21	29	10	25	14	17
chr14_56057775_56058175	19	11	17	24	8	12
chr14_56059495_56059895	16	23	15	27	17	13
chr14_56073487_56073887	14	27	13	32	17	19
chr14_56101030_56101430	10	25	15	22	12	15
chr14_56115801_56116201	17	33	18	30	23	15
chr14_56117496_56117896	20	24	10	24	11	23
chr14_56130098_56130498	7	14	15	20	16	14
chr14_56144205_56144605	11	23	11	19	29	15
chr14_56157635_56158035	14	12	6	18	13	13
chr14_56159344_56159744	7	19	16	16	20	9
chr14_56170858_56171258	16	15	16	29	20	26
chr14_56177706_56178106	25	27	13	15	10	7
chr14_56186767_56187167	22	37	22	23	19	23
chr14_56205229_56205629	16	23	12	22	12	10
chr14_56217659_56218059	19	20	11	21	9	8
chr14_56232331_56232731	10	20	17	21	8	15
chr14_56241190_56241590	18	20	16	20	12	23
chr14_56243478_56243878	13	25	7	22	7	14
chr14_56250551_56250951	11	20	14	23	11	11
chr14_56259664_56260064	19	26	11	30	20	16
chr14_56261933_56262333	5	19	20	18	9	11
chr14_56336912_56337312	9	20	13	29	14	10
chr14_56347623_56348023	11	11	6	23	11	15
chr14_56361820_56362220	23	34	20	47	18	19
chr14_56373045_56373445	16	23	17	23	13	11
chr14_56402504_56402904	24	18	15	25	17	16
chr14_56440744_56441144	10	17	15	15	15	14
chr14_56545461_56545861	17	19	18	24	11	12
chr14_56599088_56599488	9	20	15	23	5	10
chr14_56613685_56614085	17	23	8	25	10	13
chr14_56624513_56624913	18	27	7	27	20	18
chr14_56632323_56632723	16	19	19	20	11	24
chr14_56634266_56634666	19	25	12	29	11	18
chr14_56787412_56787812	22	24	10	25	19	17
chr14_56822953_56823353	12	14	10	21	20	7
chr14_56866121_56866521	27	26	18	20	12	23
chr14_56877346_56877746	11	22	15	26	9	9
chr14_56968788_56969188	7	9	11	25	9	16
chr14_56977640_56978040	14	18	10	22	17	12
chr14_57025647_57026047	27	25	15	26	15	18
chr14_57034888_57035288	14	23	7	28	6	15
chr14_57036152_57036552	25	34	12	31	17	22
chr14_57045238_57045638	15	28	8	31	7	15
chr14_57046901_57047301	9	36	20	28	30	17
chr14_57052952_57053352	12	24	11	24	13	22
chr14_57054343_57054743	25	33	12	29	15	12
chr14_57060818_57061218	18	25	20	21	13	17
chr14_57067352_57067752	15	25	9	24	17	4
chr14_57072084_57072484	10	27	19	25	15	11
chr14_57081113_57081513	11	22	14	15	11	11
chr14_57084080_57084480	17	33	14	27	16	18
chr14_57089275_57089675	23	20	15	16	17	12
chr14_57095267_57095667	20	24	21	37	21	24
chr14_57100446_57100846	24	27	20	23	17	23
chr14_57101975_57102375	13	26	28	21	17	18
chr14_57117706_57118106	16	24	10	13	17	12
chr14_57124401_57124801	17	29	12	32	14	22
chr14_57188864_57189264	17	23	17	24	14	12
chr14_57191234_57191634	16	28	11	15	19	13
chr14_57196653_57197053	16	18	8	15	12	22
chr14_57230154_57230554	21	22	21	26	25	15
chr14_57236431_57236831	21	23	28	24	15	28
chr14_57259344_57259744	16	24	9	22	23	10
chr14_57274164_57274564	13	30	18	33	15	18
chr14_57306866_57307266	9	15	19	32	14	18
chr14_57347744_57348144	13	34	17	30	15	12
chr14_57355858_57356258	20	35	8	19	15	16
chr14_57375224_57375624	25	27	26	18	14	25
chr14_57384883_57385283	5	11	13	12	22	26
chr14_57436026_57436426	12	22	16	22	8	7
chr14_57501950_57502350	19	25	9	22	12	13
chr14_57509552_57509952	15	23	13	22	11	20
chr14_57542284_57542684	29	34	14	24	17	22
chr14_57548850_57549250	19	16	13	28	16	16
chr14_57555720_57556120	9	23	15	24	16	11
chr14_57595583_57595983	8	22	9	15	8	6
chr14_57604042_57604442	13	18	9	22	15	15
chr14_57683230_57683630	12	23	17	14	18	13
chr14_57691435_57691835	18	25	13	33	18	18
chr14_57724223_57724623	14	18	16	26	16	17
chr14_57730449_57730849	24	29	11	31	25	15
chr14_57731254_57731654	15	31	13	26	19	22
chr14_57767182_57767582	13	23	8	31	11	14
chr14_57787523_57787923	7	17	15	22	8	8
chr14_57789742_57790142	18	32	11	24	13	11
chr14_57791011_57791411	21	26	9	22	16	15
chr14_57820021_57820421	6	25	20	21	9	10
chr14_57821337_57821737	13	25	6	22	10	9
chr14_57884410_57884810	9	20	15	18	7	7
chr14_57901388_57901788	16	21	19	27	8	15
chr14_57907113_57907513	12	14	6	29	15	8
chr14_57952344_57952744	14	23	12	24	7	13
chr14_57954663_57955063	10	18	11	22	15	10
chr14_58023649_58024049	12	24	14	13	10	10
chr14_58029862_58030262	14	16	14	22	14	18
chr14_58033677_58034077	18	35	12	38	24	22
chr14_58087706_58088106	19	22	14	25	14	17
chr14_58095003_58095403	20	23	19	31	18	29
chr14_58104282_58104682	6	20	8	12	7	11
chr14_58151994_58152394	30	33	13	20	13	21
chr14_58153830_58154230	15	18	17	29	11	6
chr14_58175599_58175999	16	27	11	17	12	14
chr14_58189931_58190331	10	26	12	20	10	20
chr14_58227209_58227609	12	20	11	21	14	15
chr14_58253461_58253861	22	28	11	23	32	25
chr14_58263714_58264114	11	17	18	20	8	9
chr14_58285919_58286319	12	33	17	24	21	17
chr14_58324116_58324516	10	14	13	16	19	10
chr14_58335138_58335538	17	29	22	34	11	20
chr14_58356916_58357316	11	19	11	18	9	7
chr14_58386395_58386795	21	18	18	30	14	16
chr14_58387781_58388181	23	31	17	31	17	20
chr14_58426451_58426851	11	24	11	23	10	10
chr14_58431116_58431516	10	22	13	16	18	11
chr14_58435677_58436077	12	14	4	22	5	11
chr14_58497320_58497720	6	19	9	19	9	6
chr14_58511280_58511680	10	16	8	21	13	18
chr14_58534932_58535332	12	25	19	28	17	20
chr14_58597681_58598081	19	19	7	15	20	14
chr14_58608134_58608534	21	24	14	17	4	12
chr14_58616065_58616465	15	24	11	19	16	14
chr14_58623257_58623657	17	15	10	17	17	15
chr14_58648872_58649272	12	22	15	25	24	20
chr14_58654116_58654516	11	17	7	21	10	21
chr14_58656781_58657181	12	24	8	23	8	19
chr14_58661435_58661835	20	20	8	15	11	9
chr14_58663742_58664142	7	15	22	28	10	16
chr14_58679156_58679556	13	13	13	15	19	14
chr14_58728842_58729242	15	23	13	24	13	8
chr14_58782721_58783121	13	17	14	7	13	9
chr14_58822827_58823227	23	29	17	26	16	26
chr14_58893544_58893944	32	32	17	40	24	27
chr14_58901966_58902366	9	21	8	28	6	10
chr14_59007538_59007938	15	31	14	17	10	21
chr14_59016700_59017100	21	21	11	25	21	7
chr14_59025833_59026233	25	26	10	23	15	17
chr14_59076371_59076771	11	20	13	31	13	11
chr14_59093614_59094014	16	30	12	22	14	15
chr14_59111056_59111456	21	30	21	29	23	25
chr14_59115912_59116312	12	15	18	15	12	11
chr14_59223218_59223618	10	24	12	26	11	13
chr14_59224041_59224441	9	20	9	17	12	11
chr14_59246625_59247025	16	9	12	16	17	22
chr14_59275019_59275419	19	22	16	11	15	16
chr14_59276359_59276759	22	6	18	17	6	16
chr14_59282457_59282857	16	24	18	13	14	14
chr14_59286768_59287168	15	12	7	21	10	18
chr14_59287568_59287968	17	22	14	25	11	15
chr14_59298493_59298893	19	25	14	19	13	16
chr14_59319018_59319418	5	20	9	29	9	19
chr14_59321170_59321570	16	24	8	22	17	7
chr14_59331057_59331457	9	32	13	22	9	16
chr14_59342145_59342545	20	20	12	20	14	8
chr14_59348952_59349352	8	12	9	23	15	13
chr14_59359483_59359883	14	20	12	21	14	11
chr14_59370390_59370790	13	29	18	18	21	11
chr14_59371601_59372001	17	27	23	24	11	17
chr14_59391007_59391407	26	25	8	21	8	19
chr14_59397220_59397620	12	22	12	26	14	21
chr14_59414229_59414629	11	18	15	21	24	17
chr14_59499150_59499550	12	17	12	25	9	12
chr14_59560579_59560979	20	28	11	33	11	12
chr14_59566614_59567014	26	34	10	18	13	11
chr14_59573016_59573416	13	38	17	23	6	13
chr14_59607793_59608193	11	23	9	27	12	26
chr14_59609259_59609659	17	28	13	19	9	10
chr14_59629921_59630321	28	37	19	41	31	27
chr14_59639343_59639743	15	24	10	26	18	11
chr14_59660425_59660825	20	19	5	19	15	9
chr14_59674224_59674624	17	27	11	20	15	26
chr14_59685042_59685442	13	25	13	23	9	16
chr14_59701087_59701487	16	24	11	36	17	30
chr14_59723539_59723939	14	19	15	26	11	17
chr14_59739438_59739838	24	31	17	23	11	17
chr14_59757774_59758174	20	32	12	24	15	19
chr14_59759040_59759440	15	16	18	21	22	15
chr14_59766746_59767146	25	30	19	21	15	13
chr14_59774896_59775296	21	22	15	21	13	15
chr14_59795093_59795493	10	22	17	23	19	11
chr14_59820477_59820877	14	23	13	22	16	14
chr14_59835758_59836158	14	22	18	20	10	12
chr14_59846989_59847389	18	18	17	19	11	10
chr14_59883646_59884046	8	16	17	18	8	16
chr14_59897179_59897579	18	19	13	16	11	10
chr14_59916842_59917242	9	19	14	20	12	11
chr14_59937705_59938105	15	16	6	15	8	10
chr14_59959876_59960276	12	27	13	28	26	16
chr14_59977033_59977433	13	18	11	23	14	14
chr14_59978832_59979232	20	19	8	17	5	15
chr14_60017265_60017665	21	28	22	31	15	14
chr14_60040077_60040477	18	28	15	23	15	18
chr14_60065399_60065799	16	26	21	16	22	26
chr14_60116604_60117004	19	16	9	14	10	7
chr14_60152267_60152667	14	20	4	13	8	14
chr14_60183131_60183531	9	21	10	30	11	8
chr14_60193972_60194372	15	15	10	18	13	19
chr14_60262088_60262488	9	26	5	21	15	10
chr14_60327069_60327469	12	21	14	21	12	17
chr14_60361892_60362292	10	17	5	16	15	24
chr14_60374243_60374643	14	28	24	30	18	22
chr14_60375575_60375975	14	30	6	30	11	10
chr14_60379874_60380274	14	24	6	21	16	15
chr14_60392424_60392824	27	25	12	29	14	15
chr14_60399603_60400003	21	20	18	28	10	19
chr14_60421165_60421565	18	26	12	19	15	16
chr14_60428021_60428421	9	25	16	13	14	8
chr14_60429514_60429914	15	32	8	26	11	7
chr14_60452602_60453002	22	25	16	31	12	11
chr14_60463378_60463778	19	21	15	18	8	9
chr14_60483049_60483449	16	18	20	29	10	14
chr14_60485189_60485589	15	24	7	19	11	15
chr14_60506538_60506938	18	16	20	32	7	10
chr14_60514593_60514993	21	29	13	29	7	20
chr14_60533773_60534173	19	33	18	29	17	18
chr14_60540754_60541154	18	20	18	26	19	19
chr14_60551130_60551530	8	12	19	26	13	8
chr14_60578636_60579036	23	20	17	30	14	12
chr14_60586991_60587391	10	24	19	17	17	13
chr14_60617450_60617850	25	33	22	21	30	18
chr14_60637775_60638175	12	29	11	23	20	20
chr14_60646401_60646801	12	29	13	26	8	11
chr14_60663059_60663459	32	24	11	16	11	11
chr14_60691175_60691575	15	22	14	33	15	30
chr14_60696924_60697324	14	35	15	27	18	19
chr14_60715412_60715812	14	18	16	24	20	19
chr14_60721207_60721607	18	27	11	27	13	12
chr14_60735093_60735493	18	34	18	33	21	20
chr14_60742096_60742496	27	24	12	34	16	27
chr14_60747293_60747693	11	20	22	35	24	15
chr14_60759062_60759462	26	44	16	40	26	14
chr14_60779356_60779756	13	16	4	20	16	16
chr14_60788270_60788670	19	27	11	28	10	16
chr14_60789851_60790251	13	15	13	25	12	12
chr14_60817145_60817545	9	22	14	23	18	18
chr14_60838366_60838766	19	20	11	15	13	12
chr14_60841644_60842044	19	25	11	21	11	22
chr14_60857297_60857697	17	19	11	40	21	16
chr14_60883883_60884283	16	24	15	19	9	14
chr14_60904335_60904735	17	27	14	31	12	14
chr14_60983255_60983655	15	18	10	23	10	17
chr14_61004985_61005385	15	22	8	19	13	13
chr14_61071024_61071424	18	20	20	20	20	20
chr14_61088207_61088607	12	17	8	21	19	15
chr14_61110704_61111104	12	23	13	18	18	15
chr14_61122540_61122940	16	9	9	22	8	14
chr14_61127458_61127858	9	18	16	24	15	17
chr14_61154845_61155245	14	22	13	21	8	14
chr14_61165414_61165814	12	22	18	18	6	13
chr14_61168620_61169020	10	20	9	20	5	8
chr14_61221592_61221992	14	37	22	32	16	16
chr14_61241197_61241597	10	21	11	27	9	16
